<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SHAPNA,d,20170515,000000,2666,2756,2666,2699,3776684
SHAPNA,d,20170516,000000,2729,2770,2712,2729,5278156
SHAPNA,d,20170517,000000,2798,2798,2729,2738,8815660
SHAPNA,d,20170520,000000,2797,2826,2764,2765,3133449
SHAPNA,d,20170521,000000,2729,2816,2712,2713,3584482
SHAPNA,d,20170522,000000,2720,2765,2703,2710,1599406
SHAPNA,d,20170523,000000,2729,2784,2690,2712,3074810
SHAPNA,d,20170524,000000,2729,2729,2678,2695,2375721
SHAPNA,d,20170527,000000,2716,2737,2643,2737,4185093
SHAPNA,d,20170528,000000,2686,2747,2660,2661,3832001
SHAPNA,d,20170529,000000,2648,2752,2646,2673,5972752
SHAPNA,d,20170530,000000,2729,2729,2660,2675,3692353
SHAPNA,d,20170531,000000,2715,2720,2662,2666,933396
SHAPNA,d,20170603,000000,2663,2665,2618,2637,2685496
SHAPNA,d,20170606,000000,2645,2649,2605,2618,2001347
SHAPNA,d,20170607,000000,2602,2695,2576,2617,4342737
SHAPNA,d,20170610,000000,2686,2686,2586,2595,1041367
SHAPNA,d,20170611,000000,2643,2669,2606,2608,6078974
SHAPNA,d,20170612,000000,2658,2660,2541,2625,1780432
SHAPNA,d,20170613,000000,2617,2625,2543,2599,1140415
SHAPNA,d,20170614,000000,2614,2642,2576,2593,1009317
SHAPNA,d,20170617,000000,2610,2614,2541,2544,1690868
SHAPNA,d,20170618,000000,2584,2600,2498,2498,1899461
SHAPNA,d,20170619,000000,2542,2556,2440,2484,3446271
SHAPNA,d,20170620,000000,2456,2511,2448,2448,1616940
SHAPNA,d,20170621,000000,2492,2498,2408,2413,2771293
SHAPNA,d,20170624,000000,2397,2462,2388,2400,2164294
SHAPNA,d,20170625,000000,2413,2473,2405,2439,2680168
SHAPNA,d,20170628,000000,2430,2471,2430,2470,756727
SHAPNA,d,20170701,000000,2477,2515,2452,2498,1050089
SHAPNA,d,20170702,000000,2490,2522,2458,2473,2944898
SHAPNA,d,20170703,000000,2513,2513,2469,2470,4632076
SHAPNA,d,20170704,000000,2492,2514,2456,2462,8658326
SHAPNA,d,20170705,000000,2486,2513,2457,2473,12006276
SHAPNA,d,20170708,000000,2597,2597,2559,2597,31736216
SHAPNA,d,20170731,000000,2723,2726,2652,2659,28040436
SHAPNA,d,20170801,000000,2657,2693,2645,2646,8313124
SHAPNA,d,20170802,000000,2657,2686,2603,2603,5112434
SHAPNA,d,20170806,000000,2661,2671,2588,2596,5893440
SHAPNA,d,20170807,000000,2636,2636,2565,2582,2594159
SHAPNA,d,20170808,000000,2620,2622,2556,2564,3598149
SHAPNA,d,20170809,000000,2564,2613,2564,2581,8337902
SHAPNA,d,20170812,000000,2582,2713,2574,2648,20957181
SHAPNA,d,20170813,000000,2629,2694,2604,2604,4726810
SHAPNA,d,20170814,000000,2648,2665,2592,2612,2078018
SHAPNA,d,20170815,000000,2601,2681,2601,2634,3859655
SHAPNA,d,20170816,000000,2674,2687,2624,2635,2338471
SHAPNA,d,20170819,000000,2638,2754,2638,2666,11157472
SHAPNA,d,20170820,000000,2716,2731,2669,2679,5770977
SHAPNA,d,20170821,000000,2693,2722,2646,2666,2884537
SHAPNA,d,20170822,000000,2694,2711,2650,2675,2602569
SHAPNA,d,20170823,000000,2710,2731,2676,2691,5486601
SHAPNA,d,20170826,000000,2710,2710,2648,2648,2878553
SHAPNA,d,20170827,000000,2648,2657,2634,2640,2186124
SHAPNA,d,20170828,000000,2654,2666,2640,2666,2901350
SHAPNA,d,20170829,000000,2648,2678,2648,2654,4181358
SHAPNA,d,20170830,000000,2652,2703,2652,2694,10714071
SHAPNA,d,20170902,000000,2703,2749,2694,2728,5615820
SHAPNA,d,20170903,000000,2726,2815,2715,2787,10219938
SHAPNA,d,20170904,000000,2795,2910,2778,2910,37049797
SHAPNA,d,20170905,000000,2936,2959,2866,2893,4786205
SHAPNA,d,20170906,000000,2926,2945,2881,2908,6862381
SHAPNA,d,20170910,000000,2880,2911,2860,2871,6202837
SHAPNA,d,20170911,000000,2880,2930,2863,2925,6686083
SHAPNA,d,20170912,000000,2917,2949,2895,2908,5008683
SHAPNA,d,20170913,000000,2918,3019,2898,2961,24102738
SHAPNA,d,20170916,000000,2982,3096,2982,3053,43644726
SHAPNA,d,20170917,000000,3067,3096,3002,3037,7907707
SHAPNA,d,20170918,000000,3032,3074,3012,3066,7746942
SHAPNA,d,20170919,000000,3047,3152,3047,3129,17911523
SHAPNA,d,20170920,000000,3149,3149,3065,3103,11860962
SHAPNA,d,20170923,000000,3084,3140,3075,3080,5423086
SHAPNA,d,20170924,000000,3067,3093,3042,3060,7062433
SHAPNA,d,20170925,000000,3075,3084,3038,3057,6936868
SHAPNA,d,20170926,000000,3084,3148,3066,3093,7180866
SHAPNA,d,20170927,000000,3093,3120,3080,3093,7466316
SHAPNA,d,20171002,000000,3065,3111,2962,3056,4520742
SHAPNA,d,20171003,000000,3055,3055,2982,3016,4988811
SHAPNA,d,20171004,000000,2996,3034,2937,2973,3066067
SHAPNA,d,20171007,000000,3001,3019,2910,2940,4548297
SHAPNA,d,20171008,000000,2922,2963,2839,2949,11607951
SHAPNA,d,20171009,000000,2936,2963,2889,2894,4352814
SHAPNA,d,20171010,000000,2936,2961,2897,2922,3148105
SHAPNA,d,20171011,000000,2944,2982,2919,2936,4098761
SHAPNA,d,20171014,000000,2973,3036,2970,3009,4172307
SHAPNA,d,20171015,000000,3019,3047,3001,3019,6152615
SHAPNA,d,20171016,000000,3037,3056,2991,3020,9355715
SHAPNA,d,20171017,000000,3010,3051,2957,3043,4281722
SHAPNA,d,20171018,000000,3047,3185,3028,3153,15205350
SHAPNA,d,20171021,000000,3187,3239,3164,3214,12191634
SHAPNA,d,20171022,000000,3233,3241,3103,3112,5588754
SHAPNA,d,20171023,000000,3096,3140,3052,3075,5188295
SHAPNA,d,20171024,000000,3087,3168,3066,3145,8230988
SHAPNA,d,20171025,000000,3159,3186,3122,3140,2564588
SHAPNA,d,20171028,000000,3159,3210,3157,3177,9995904
SHAPNA,d,20171029,000000,3195,3339,3195,3339,72687225
SHAPNA,d,20171030,000000,3372,3434,3253,3279,15423023
SHAPNA,d,20171031,000000,3316,3363,3270,3321,17980578
SHAPNA,d,20171101,000000,3334,3419,3334,3381,13703842
SHAPNA,d,20171104,000000,3406,3419,3275,3276,8597883
SHAPNA,d,20171105,000000,3298,3332,3246,3261,7236579
SHAPNA,d,20171106,000000,3284,3284,3224,3251,3604586
SHAPNA,d,20171107,000000,3317,3363,3251,3279,12600486
SHAPNA,d,20171108,000000,3262,3326,3243,3248,8874032
SHAPNA,d,20171111,000000,3307,3325,3264,3307,11090007
SHAPNA,d,20171112,000000,3315,3391,3281,3344,8391987
SHAPNA,d,20171113,000000,3351,3414,3344,3391,14882549
SHAPNA,d,20171114,000000,3391,3456,3382,3425,15397246
SHAPNA,d,20171115,000000,3418,3434,3377,3409,21865415
SHAPNA,d,20171118,000000,3453,3520,3421,3512,21628558
SHAPNA,d,20171120,000000,3522,3577,3496,3546,38765630
SHAPNA,d,20171121,000000,3581,3697,3581,3697,129823307
SHAPNA,d,20171122,000000,3739,3837,3673,3808,27261438
SHAPNA,d,20171125,000000,3854,3971,3828,3907,38482968
SHAPNA,d,20171126,000000,3925,3944,3855,3865,15401684
SHAPNA,d,20171128,000000,3995,4014,3883,3893,31524959
SHAPNA,d,20171129,000000,3903,3939,3855,3902,17740686
SHAPNA,d,20171202,000000,3957,3984,3885,3893,6207569
SHAPNA,d,20171203,000000,3902,3910,3753,3809,17758574
SHAPNA,d,20171204,000000,3762,3874,3758,3827,8534783
SHAPNA,d,20171205,000000,3809,3828,3772,3774,7483324
SHAPNA,d,20171209,000000,3828,3841,3775,3811,11059722
SHAPNA,d,20171210,000000,3836,3995,3815,3995,56316520
SHAPNA,d,20171211,000000,4078,4111,3939,4090,21788789
SHAPNA,d,20171217,000000,4264,4346,4264,4308,50406067
SHAPNA,d,20171218,000000,4343,4404,4273,4380,30398975
SHAPNA,d,20171219,000000,4348,4393,4301,4301,20632949
SHAPNA,d,20171220,000000,4295,4366,4278,4357,19724298
SHAPNA,d,20171223,000000,4404,4541,4227,4481,30812139
SHAPNA,d,20171224,000000,4506,4614,4487,4608,16846251
SHAPNA,d,20171225,000000,4613,4664,4562,4562,20418670
SHAPNA,d,20171226,000000,4589,4589,4470,4551,8553402
SHAPNA,d,20171227,000000,4580,4599,4457,4476,8801011
SHAPNA,d,20171230,000000,4422,4557,4270,4385,28661612
SHAPNA,d,20171231,000000,4385,4413,4195,4352,43740756
SHAPNA,d,20180101,000000,4349,4412,4312,4339,11511657
SHAPNA,d,20180102,000000,4404,4408,4293,4297,14124751
SHAPNA,d,20180103,000000,4343,4355,4264,4283,10856315
SHAPNA,d,20180106,000000,4298,4394,4298,4364,7580234
SHAPNA,d,20180107,000000,4371,4413,4252,4292,7665742
SHAPNA,d,20180108,000000,4292,4366,4233,4260,15126798
SHAPNA,d,20180109,000000,4317,4329,4233,4264,17862110
SHAPNA,d,20180110,000000,4326,4347,4274,4302,7007670
SHAPNA,d,20180113,000000,4355,4431,4331,4366,9738357
SHAPNA,d,20180114,000000,4376,4552,4376,4533,12591042
SHAPNA,d,20180115,000000,4562,4623,4535,4599,14741522
SHAPNA,d,20180116,000000,4608,4608,4509,4543,11847300
SHAPNA,d,20180117,000000,4562,4597,4511,4552,8331642
SHAPNA,d,20180120,000000,4557,4557,4455,4455,8246487
SHAPNA,d,20180121,000000,4427,4496,4362,4391,6930819
SHAPNA,d,20180122,000000,4408,4495,4366,4413,5392656
SHAPNA,d,20180123,000000,4401,4440,4366,4413,6643390
SHAPNA,d,20180124,000000,4441,4478,4394,4414,6813334
SHAPNA,d,20180127,000000,4458,4458,4399,4404,2723746
SHAPNA,d,20180128,000000,4408,4469,4385,4448,4251932
SHAPNA,d,20180129,000000,4383,4469,4381,4385,6231834
SHAPNA,d,20180130,000000,4382,4404,4292,4300,10755362
SHAPNA,d,20180131,000000,4301,4347,4264,4311,15048797
SHAPNA,d,20180203,000000,4311,4320,4211,4273,6775641
SHAPNA,d,20180204,000000,4219,4325,4219,4264,4528041
SHAPNA,d,20180205,000000,4283,4352,4266,4342,3773463
SHAPNA,d,20180206,000000,4329,4329,4260,4273,5272629
SHAPNA,d,20180207,000000,4286,4347,4273,4273,2457616
SHAPNA,d,20180210,000000,4162,4181,4100,4111,21174491
SHAPNA,d,20180212,000000,4163,4217,4066,4120,5858725
SHAPNA,d,20180213,000000,4126,4296,4126,4283,11989124
SHAPNA,d,20180214,000000,4319,4366,4273,4320,3732112
SHAPNA,d,20180217,000000,4320,4413,4320,4329,5764803
SHAPNA,d,20180218,000000,4365,4413,4277,4339,6003013
SHAPNA,d,20180219,000000,4337,4376,4322,4365,4967085
SHAPNA,d,20180221,000000,4339,4366,4274,4288,5216798
SHAPNA,d,20180224,000000,4357,4366,4303,4318,12210960
SHAPNA,d,20180225,000000,4357,4376,4320,4331,5301698
SHAPNA,d,20180226,000000,4325,4365,4256,4269,5042713
SHAPNA,d,20180227,000000,4319,4320,4181,4232,7353830
SHAPNA,d,20180228,000000,4254,4254,4148,4153,8066564
SHAPNA,d,20180303,000000,4181,4181,3986,4032,16579797
SHAPNA,d,20180304,000000,4142,4160,4023,4023,4973025
SHAPNA,d,20180305,000000,4077,4129,3997,4076,4663119
SHAPNA,d,20180306,000000,4042,4088,4042,4060,3311383
SHAPNA,d,20180307,000000,4077,4125,4014,4023,4167324
SHAPNA,d,20180310,000000,4064,4064,3921,3939,7731163
SHAPNA,d,20180311,000000,4004,4004,3950,3958,4777644
SHAPNA,d,20180312,000000,3972,4064,3972,3994,4934064
SHAPNA,d,20180313,000000,4004,4004,3973,3976,3085811
SHAPNA,d,20180314,000000,3972,4009,3962,3967,9552696
SHAPNA,d,20180317,000000,3969,3995,3921,3927,7590126
SHAPNA,d,20180318,000000,3995,3995,3917,3958,4061553
SHAPNA,d,20180319,000000,3995,4004,3941,3958,2308743
SHAPNA,d,20180325,000000,4030,4056,3985,3985,2105211
SHAPNA,d,20180326,000000,4023,4026,3948,3949,2920816
SHAPNA,d,20180327,000000,3959,3959,3912,3931,2509378
SHAPNA,d,20180328,000000,3976,3976,3880,3888,4395699
SHAPNA,d,20180403,000000,3940,3940,3863,3863,4699234
SHAPNA,d,20180404,000000,3872,3883,3837,3882,6719623
SHAPNA,d,20180407,000000,3846,3902,3810,3855,3749868
SHAPNA,d,20180408,000000,3811,3892,3754,3846,9340031
SHAPNA,d,20180409,000000,3891,3946,3856,3920,5706430
SHAPNA,d,20180410,000000,4077,4103,4018,4069,19555759
SHAPNA,d,20180411,000000,4097,4123,3958,3958,9070642
SHAPNA,d,20180415,000000,3958,4096,3958,3996,3901364
SHAPNA,d,20180416,000000,4060,4060,3976,3995,3491924
SHAPNA,d,20180417,000000,4023,4041,4004,4013,4955060
SHAPNA,d,20180418,000000,4032,4039,3995,4037,2810813
SHAPNA,d,20180421,000000,4043,4078,4024,4048,3791976
SHAPNA,d,20180422,000000,4013,4032,3968,3996,3040843
SHAPNA,d,20180423,000000,3995,4078,3988,4032,4195742
SHAPNA,d,20180424,000000,4069,4168,4044,4155,10107260
SHAPNA,d,20180425,000000,4155,4249,4126,4208,10233035
SHAPNA,d,20180428,000000,4213,4213,4087,4116,3332753
SHAPNA,d,20180429,000000,4064,4179,4064,4125,3820546
SHAPNA,d,20180430,000000,4134,4134,4094,4097,1765990
SHAPNA,d,20180501,000000,4125,4151,4097,4114,2844325
SHAPNA,d,20180505,000000,4092,4129,4041,4042,2607057
SHAPNA,d,20180506,000000,4050,4050,3996,4008,4430571
SHAPNA,d,20180507,000000,4032,4068,4014,4028,4973658
SHAPNA,d,20180508,000000,4080,4132,4024,4060,9279313
SHAPNA,d,20180509,000000,4067,4134,3985,3995,28595446
SHAPNA,d,20180512,000000,4060,4068,3984,4006,8334732
SHAPNA,d,20180513,000000,4034,4035,3995,3998,3779549
SHAPNA,d,20180514,000000,4023,4060,4015,4032,6010604
SHAPNA,d,20180515,000000,4060,4060,3999,4013,6518800
SHAPNA,d,20180516,000000,4058,4058,4003,4015,10096203
SHAPNA,d,20180519,000000,4060,4133,4053,4095,14622071
SHAPNA,d,20180520,000000,4088,4088,3981,3990,13395192
SHAPNA,d,20180521,000000,3985,4032,3956,3958,7439024
SHAPNA,d,20180522,000000,3985,3985,3847,3895,9730298
SHAPNA,d,20180523,000000,3902,3939,3865,3866,4921940
SHAPNA,d,20180526,000000,3845,3874,3772,3772,14191547
SHAPNA,d,20180527,000000,3769,3825,3735,3772,3240838
SHAPNA,d,20180528,000000,3776,3846,3775,3807,5873528
SHAPNA,d,20180529,000000,3837,3881,3816,3820,3894180
SHAPNA,d,20180530,000000,3846,3846,3799,3842,2496483
SHAPNA,d,20180602,000000,3837,3837,3772,3789,3981969
SHAPNA,d,20180603,000000,3797,3828,3777,3799,2255254
SHAPNA,d,20180610,000000,3716,3716,3532,3623,14825938
SHAPNA,d,20180611,000000,3656,3735,3581,3623,7880235
SHAPNA,d,20180612,000000,3704,3704,3607,3623,5405486
SHAPNA,d,20180613,000000,3670,3817,3623,3817,11110953
SHAPNA,d,20180617,000000,3952,3952,3911,3952,56039087
SHAPNA,d,20180618,000000,4105,4105,3902,3929,15224288
SHAPNA,d,20180619,000000,3943,4082,3837,3992,19380278
SHAPNA,d,20180620,000000,3992,4166,3992,4166,130835850
SHAPNA,d,20180623,000000,4329,4372,4283,4348,62539140
SHAPNA,d,20180624,000000,4364,4513,4258,4459,33859291
SHAPNA,d,20180625,000000,4524,4630,4524,4630,53184691
SHAPNA,d,20180626,000000,4644,4645,4392,4392,36445259
SHAPNA,d,20180627,000000,4427,4478,4218,4246,27091266
SHAPNA,d,20180630,000000,4292,4365,4066,4066,11990941
SHAPNA,d,20180701,000000,4134,4180,4032,4067,26557328
SHAPNA,d,20180702,000000,4116,4218,4048,4157,7934171
SHAPNA,d,20180703,000000,4224,4375,4133,4283,17150320
SHAPNA,d,20180704,000000,4385,4394,4109,4109,20201219
SHAPNA,d,20180707,000000,4088,4125,3982,3995,9048749
SHAPNA,d,20180708,000000,4041,4088,3985,4022,6397887
SHAPNA,d,20180710,000000,4084,4084,3987,4009,5213766
SHAPNA,d,20180711,000000,4045,4132,3995,4041,13160453
SHAPNA,d,20180714,000000,4028,4069,3939,3953,6209614
SHAPNA,d,20180715,000000,4009,4021,3949,3959,4939111
SHAPNA,d,20180716,000000,4021,4021,3939,3971,3914562
SHAPNA,d,20180717,000000,3935,3980,3886,3958,11687926
SHAPNA,d,20180723,000000,4190,4190,4056,4080,6219973
SHAPNA,d,20180724,000000,4070,4139,3999,4010,7119380
SHAPNA,d,20180725,000000,4094,4273,4081,4273,56125379
SHAPNA,d,20180728,000000,4380,4469,4380,4469,52064211
SHAPNA,d,20180729,000000,4550,4550,4281,4401,26281246
SHAPNA,d,20180730,000000,4440,4612,4351,4612,44549801
SHAPNA,d,20180731,000000,4817,4817,4800,4817,19719290
SHAPNA,d,20180801,000000,5057,5057,4710,4904,98331655
SHAPNA,d,20180804,000000,4885,5094,4777,4899,37671477
SHAPNA,d,20180805,000000,5005,5188,5000,5180,70796903
SHAPNA,d,20180806,000000,5430,5430,5256,5289,78657186
SHAPNA,d,20180807,000000,5202,5555,5151,5155,71187885
SHAPNA,d,20180808,000000,5228,5289,5024,5101,36421397
SHAPNA,d,20180811,000000,5100,5250,4942,4982,16185258
SHAPNA,d,20180812,000000,5073,5185,4942,4950,10590619
SHAPNA,d,20180813,000000,5026,5080,4889,5020,16810544
SHAPNA,d,20180814,000000,5031,5200,5031,5070,14991394
SHAPNA,d,20180815,000000,5069,5070,4960,5025,10476941
SHAPNA,d,20180818,000000,5002,5120,4900,5100,17759142
SHAPNA,d,20180819,000000,5109,5170,4981,5000,21486789
SHAPNA,d,20180820,000000,5039,5200,5021,5170,37222037
SHAPNA,d,20180821,000000,5210,5393,5153,5360,51746960
SHAPNA,d,20180825,000000,5450,5568,5250,5282,24669938
SHAPNA,d,20180826,000000,5705,5705,5705,5705,40678465
SHAPNA,d,20180827,000000,5990,6289,5920,6180,114922578
SHAPNA,d,20180828,000000,5794,5794,5505,5505,11089463
SHAPNA,d,20180829,000000,5460,5700,5410,5440,37100227
SHAPNA,d,20180901,000000,5555,5555,5270,5300,21680972
SHAPNA,d,20180902,000000,5305,5330,5170,5300,16205423
SHAPNA,d,20180903,000000,5515,5515,5502,5515,59095149
SHAPNA,d,20180904,000000,5790,5790,5751,5790,55243458
SHAPNA,d,20180905,000000,5890,6050,5716,6000,48985292
SHAPNA,d,20180908,000000,6070,6223,6070,6125,35024602
SHAPNA,d,20180909,000000,6250,6403,6200,6400,9075466
SHAPNA,d,20180910,000000,6634,6886,6540,6688,56194053
SHAPNA,d,20180911,000000,6700,6700,6340,6530,55566181
SHAPNA,d,20180912,000000,6685,6835,6600,6835,45871824
SHAPNA,d,20180915,000000,7142,7142,6803,6860,78774789
SHAPNA,d,20180916,000000,6900,7045,6600,6940,42696061
SHAPNA,d,20180917,000000,7100,7210,7000,7070,43880014
SHAPNA,d,20180918,000000,7150,7292,6920,7140,38720928
SHAPNA,d,20180922,000000,7350,7505,7210,7505,23813877
SHAPNA,d,20180923,000000,7848,7848,7846,7848,55244234
SHAPNA,d,20180924,000000,8200,8240,8011,8200,50314995
SHAPNA,d,20180929,000000,8621,9052,8621,9052,12616166
SHAPNA,d,20180930,000000,9501,9501,9501,9501,54486055
SHAPNA,d,20181001,000000,9976,9976,9510,9976,162494936
SHAPNA,d,20181002,000000,9999,9999,9445,9445,110060821
SHAPNA,d,20181003,000000,9440,10004,9440,10004,60710560
SHAPNA,d,20181006,000000,10339,10339,9500,10150,135611498
SHAPNA,d,20181007,000000,9840,10655,9641,9651,160295650
SHAPNA,d,20181008,000000,10001,10425,9701,10425,88027941
SHAPNA,d,20181009,000000,10716,10716,10260,10716,56852834
SHAPNA,d,20181010,000000,10749,11236,10508,11235,100879249
SHAPNA,d,20181013,000000,11198,11200,10550,10550,30841494
SHAPNA,d,20181014,000000,10130,10550,10124,10300,52069986
SHAPNA,d,20181015,000000,10400,10675,10146,10376,79934420
SHAPNA,d,20181016,000000,10000,10395,9886,9895,75564332
SHAPNA,d,20181017,000000,9901,10510,9602,10390,74784513
SHAPNA,d,20181020,000000,10647,10708,10500,10708,38897494
SHAPNA,d,20181021,000000,11220,11226,10600,10997,88088231
SHAPNA,d,20181022,000000,10899,11245,10506,11050,75455597
SHAPNA,d,20181024,000000,10370,10370,9852,9852,62185209
SHAPNA,d,20181027,000000,10000,10000,9502,9502,28940320
SHAPNA,d,20181028,000000,9530,9705,9131,9445,57511695
SHAPNA,d,20181029,000000,9500,9805,9350,9380,24218724
SHAPNA,d,20181031,000000,9320,9490,9030,9080,38068815
SHAPNA,d,20181103,000000,9130,9199,8801,8919,23793864
SHAPNA,d,20181104,000000,9189,9199,8757,8929,24174374
SHAPNA,d,20181105,000000,8998,9180,8880,8934,19173680
SHAPNA,d,20181106,000000,9050,9180,8950,9048,21933919
SHAPNA,d,20181110,000000,8900,9149,8702,8759,31443309
SHAPNA,d,20181111,000000,8820,8820,8449,8540,26655929
SHAPNA,d,20181112,000000,8620,8800,8500,8777,21444152
SHAPNA,d,20181113,000000,8790,8970,8650,8704,15994661
SHAPNA,d,20181114,000000,8405,8479,8350,8364,20332304
SHAPNA,d,20181117,000000,8230,8490,8021,8100,24301760
SHAPNA,d,20181118,000000,8049,8129,7748,7950,33390311
SHAPNA,d,20181119,000000,7956,8230,7956,8230,25410120
SHAPNA,d,20181120,000000,8380,8480,8140,8377,18603301
SHAPNA,d,20181121,000000,8020,8250,7911,7930,25888690
SHAPNA,d,20181124,000000,7605,7605,7605,7605,9518311
SHAPNA,d,20181126,000000,7225,7350,7225,7290,40470697
SHAPNA,d,20181127,000000,7300,7584,7250,7280,15515700
SHAPNA,d,20181128,000000,7382,7400,7070,7120,16391208
SHAPNA,d,20181201,000000,6890,7049,6803,6970,35389164
SHAPNA,d,20181202,000000,7160,7224,7150,7224,13079055
SHAPNA,d,20181203,000000,7558,7558,7558,7558,11419175
SHAPNA,d,20181204,000000,7649,7900,7400,7850,32818023
SHAPNA,d,20181205,000000,7700,7887,7670,7785,12540353
SHAPNA,d,20181208,000000,7980,7990,7795,7810,18029625
SHAPNA,d,20181209,000000,7900,7910,7680,7750,12024639
SHAPNA,d,20181210,000000,7750,7830,7610,7650,8056635
SHAPNA,d,20181211,000000,7640,7798,7450,7455,7961644
SHAPNA,d,20181212,000000,7407,7600,7351,7600,13882254
SHAPNA,d,20181215,000000,7540,7610,7400,7495,6074767
SHAPNA,d,20181216,000000,7415,7550,7130,7300,11302347
SHAPNA,d,20181217,000000,7210,7490,7120,7235,9388711
SHAPNA,d,20181218,000000,7026,7284,7001,7040,8638554
SHAPNA,d,20181219,000000,6911,6938,6769,6850,26412233
SHAPNA,d,20181222,000000,6510,6650,6448,6448,21745293
SHAPNA,d,20181223,000000,6501,6799,6501,6799,18059700
SHAPNA,d,20181224,000000,6980,7048,6830,6870,11274447
SHAPNA,d,20181225,000000,6651,6800,6633,6750,10037893
SHAPNA,d,20181226,000000,6720,7052,6717,7052,19699745
SHAPNA,d,20181229,000000,7288,7321,7115,7319,20348193
SHAPNA,d,20181230,000000,7340,7440,7205,7269,10693211
SHAPNA,d,20181231,000000,7319,7438,7251,7323,13578291
SHAPNA,d,20190101,000000,7358,7415,7152,7205,11427901
SHAPNA,d,20190102,000000,7220,7220,6960,6960,13885026
SHAPNA,d,20190105,000000,7350,7360,7222,7265,9974001
SHAPNA,d,20190106,000000,7260,7310,7200,7240,8992084
SHAPNA,d,20190107,000000,7220,7629,7220,7629,30141851
SHAPNA,d,20190108,000000,7670,7939,7641,7844,24182027
SHAPNA,d,20190109,000000,8000,8248,7900,7933,15438807
SHAPNA,d,20190112,000000,8188,8252,7881,7915,11931665
SHAPNA,d,20190113,000000,7900,7999,7741,7850,10383272
SHAPNA,d,20190114,000000,7796,8071,7674,7963,16836275
SHAPNA,d,20190115,000000,7960,8284,7960,8170,24741272
SHAPNA,d,20190116,000000,8260,8370,8103,8311,16412544
SHAPNA,d,20190119,000000,8421,8700,8400,8505,22635483
SHAPNA,d,20190120,000000,9000,9025,8594,8700,48427261
SHAPNA,d,20190121,000000,8748,8798,8459,8459,31822583
SHAPNA,d,20190122,000000,8580,8630,8378,8572,16275478
SHAPNA,d,20190123,000000,8550,8590,8415,8460,10535025
SHAPNA,d,20190126,000000,8439,8439,8080,8105,12158096
SHAPNA,d,20190127,000000,8100,8180,7970,7972,12217285
SHAPNA,d,20190128,000000,8177,8330,8101,8278,14869217
SHAPNA,d,20190129,000000,8200,8370,8100,8260,10279932
SHAPNA,d,20190130,000000,8300,8350,8213,8269,6151360
SHAPNA,d,20190202,000000,8350,8414,8109,8112,7778664
SHAPNA,d,20190203,000000,8130,8299,8050,8197,9820163
SHAPNA,d,20190204,000000,8200,8250,8100,8106,4593595
SHAPNA,d,20190205,000000,8100,8247,8100,8110,6034318
SHAPNA,d,20190206,000000,8190,8210,8040,8080,4772823
SHAPNA,d,20190210,000000,8050,8200,7951,8001,4939485
SHAPNA,d,20190212,000000,7957,8111,7921,7921,4837603
SHAPNA,d,20190213,000000,8003,8003,7860,7900,4757172
SHAPNA,d,20190216,000000,8170,8190,7950,8010,8594105
SHAPNA,d,20190217,000000,8150,8260,8022,8080,12348296
SHAPNA,d,20190218,000000,8169,8229,8050,8069,6597593
SHAPNA,d,20190219,000000,8120,8172,8050,8096,5501572
SHAPNA,d,20190220,000000,8080,8400,8061,8340,16060086
SHAPNA,d,20190223,000000,8474,8657,8460,8570,31738445
SHAPNA,d,20190224,000000,8638,8710,8460,8647,11217620
SHAPNA,d,20190225,000000,8670,8706,8341,8345,8685151
SHAPNA,d,20190226,000000,8152,8330,8061,8131,11121573
SHAPNA,d,20190227,000000,8151,8302,8140,8180,4016266
SHAPNA,d,20190302,000000,8200,8220,8065,8094,5268365
SHAPNA,d,20190303,000000,8104,8215,8082,8141,4736015
SHAPNA,d,20190304,000000,8140,8180,8080,8120,7517392
SHAPNA,d,20190305,000000,8105,8186,8000,8024,7257613
SHAPNA,d,20190306,000000,8010,8180,8000,8052,3994648
SHAPNA,d,20190309,000000,8011,8159,7935,7977,7113803
SHAPNA,d,20190310,000000,8025,8200,7957,8150,7073635
SHAPNA,d,20190311,000000,8200,8518,8199,8392,26704669
SHAPNA,d,20190312,000000,8479,8688,8307,8411,11691504
SHAPNA,d,20190313,000000,8530,8745,8460,8651,14569914
SHAPNA,d,20190316,000000,8700,9078,8655,8980,25889727
SHAPNA,d,20190317,000000,9110,9110,8900,8991,11823151
SHAPNA,d,20190318,000000,9002,9400,9002,9296,13226079
SHAPNA,d,20190319,000000,9290,9399,9180,9210,6874247
SHAPNA,d,20190325,000000,9200,9350,9011,9220,3134281
SHAPNA,d,20190326,000000,9160,9250,9143,9199,3760612
SHAPNA,d,20190327,000000,9221,9450,9185,9197,9982525
SHAPNA,d,20190330,000000,9302,9577,9240,9487,16035116
SHAPNA,d,20190331,000000,9570,9570,9250,9313,10621938
SHAPNA,d,20190406,000000,9460,9690,9460,9480,11025260
SHAPNA,d,20190407,000000,9480,9740,9400,9430,10715850
SHAPNA,d,20190408,000000,9570,10015,9432,10015,41223520
SHAPNA,d,20190409,000000,10050,10200,9952,10000,24267388
SHAPNA,d,20190410,000000,9950,10250,9901,10000,24561906
SHAPNA,d,20190413,000000,10079,10153,9804,10000,17200677
SHAPNA,d,20190414,000000,9900,10150,9808,10130,21630193
